Country,Features,Region,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Eswatini,distribution losses ,Africa,0.01911,0.02058,0.01792,0.01638,0.02149,0.02555,0.02569,0.02667,0.02674,0.02933,0.02443,0.02828,0.02828,0.02828,0.02828,0.0287,0.0287,0.0287,0.02856,0.0287,0.124,0.127,0.153,0.156,0.14,0.169,0.166,0.166,0.171,0.168,0.161,0.175,0.169,0.171,0.181,0.172,0.198,0.1224,0.1838,0.193,0.1453,0.169499989
Ethiopia,distribution losses ,Africa,0.054,0.039,0.07,0.08,0.068,0.079,0.08,0.011,0.013,0.013,0.12,0.121,0.124,0.138,0.145,0.153,0.16,0.161,0.165,0.164,0.167,0.201,0.204,0.23,0.254,0.285,0.327,0.355,0.484,0.717,1.135,1.552,1.74,1.655,2.149,2.085,2.597,2.945,3.171,3.282646,3.382708,3.403263413
Falkland Islands,distribution losses ,Central & South America,0.00014,0.00021,0.00021,0.00021,0.00042,0.00056,0.00063,0.00063,0.00077,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.00077,0.00077,0.00077,0.00084,0.00084,0.000994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001000464
Faroe Islands,distribution losses ,Europe,0.01064,0.01099,0.01127,0.01127,0.01183,0.01274,0.0126,0.01288,0.01435,0.01442,0.01414,0.01358,0.01337,0.01213961,0.01180235,0.0117299,0.0122234,0.01229711,0.01284087,0.01349509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.02316,0.025,0.025229182
Fiji,distribution losses ,Asia & Oceania,0.0203,0.02079,0.02121,0.02177,0.02653,0.02709,0.02884,0.02961,0.02898,0.02982,0.03346,0.03381,0.03367,0.03437,0.03703,0.03871,0.03878,0.0392014,0.03892154,0.0419965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.086,0.09,0.102,0.106380032
Finland,distribution losses ,Europe,2.308,2.384,2.3,2.67,2.619,3.021,2.744,2.978,3.002,2.94,2.761,2.751,3.023,2.735,2.954,3.018,2.715,2.533,2.962,2.707,2.748,3.027,2.941,3.447,2.959,3.041,3.054,3.043,3.334,2.774,2.761002,2.693,2.909,2.602,2.766,2.434999,2.586,2.767998,3.0240001,3.0620001,3.0209999,3.2147404
Former Czechoslovakia,distribution losses ,Europe,5.288,5.145,5.373,5.381,5.628,5.615,5.701,5.912,5.892,5.946,3.996,3.813,3.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Former Serbia and Montenegro,distribution losses ,Europe,,,,,,,,,,,,,3.403,4.61,4.766,5.171,5.518,5.672,5.691,5.274,5.591,5.897,5.953,5.745,5.633,5.349,,,,,,,,,,,,,,,,
Former U.S.S.R.,distribution losses ,Eurasia,106.9,107.8,112.6,115.3,126.1,133.7,137.3,142.6,139.9,141.6,142.0,140.926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Former Yugoslavia,distribution losses ,Europe,5.7,4.395,5.572,5.811,5.888,7.53,7.737,7.431,6.283,7.349,7.752,6.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,distribution losses ,Europe,17.301,17.901,18.204,19.677,21.369,23.19,23.616,24.999,24.549,26.075,27.703,30.238,28.735,29.861,26.269,30.15,31.982,29.626,31.477,30.154,30.411,30.638,30.898,31.749,31.735,32.231,31.805,31.613,33.481,34.878,35.414001,36.922671,37.855369,38.785214,34.526922,36.140431,37.478041,38.599301,38.620285,38.092724,35.8935321,38.1338833
French Guiana,distribution losses ,Central & South America,0.00742,0.00812,0.00903,0.01078,0.01183,0.01358,0.01463,0.01631,0.01855,0.02058,0.02324,0.02667,0.02926,0.02933,0.02933,0.02961,0.02961,0.02975,0.02982,0.02996,0.02996,0.04095,0.04242,0.04417,0.04585,0.04767,0.04942,0.06307,0.06454,0.07203,0.07728,0.07371,,,,,,,,,,
French Polynesia,distribution losses ,Asia & Oceania,0.01673,0.01834,0.01904,0.01512,0.01344,0.01456,0.01491,0.01491,0.01701,0.01806,0.01939,0.02009,0.02114,0.02156,0.0224,0.02345,0.02359,0.02401,0.0238,0.02429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041,0.041,0.04099968
Gabon,distribution losses ,Africa,0.004,0.005,0.007,0.006,0.008,0.009,0.01,0.012,0.013,0.005,0.105,0.1,0.105,0.106,0.256,0.302,0.269,0.278,0.268,0.245,0.234,0.246,0.261,0.268,0.272,0.296,0.31,0.306,0.334,0.362,0.377,0.404,0.424,0.453,0.449,0.474,0.488,0.431156,0.469021,0.40552,0.50462,0.481838177
"Gambia, The",distribution losses ,Africa,0.00259,0.00315,0.00308,0.00315,0.00329,0.00336,0.00371,0.00406,0.00427,0.00399,0.00462,0.00462,0.00469,0.00483,0.00483,0.0049,0.00497,0.00525,0.00574,0.00637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0691,0.0698,0.07,0.070005297
Georgia,distribution losses ,Eurasia,,,,,,,,,,,,,2.0,1.797,1.911,1.902,2.095,1.557,1.132,1.24,1.249,0.845,1.208,1.157,1.079,1.134,1.038,1.07,1.095,1.081,1.103,1.142,1.094,0.805,0.6,0.711,0.784,0.904,0.886,0.9182,0.888,0.860015237
Germany,distribution losses ,Europe,,,,,,,,,,,,13.784,12.454,16.801,22.918,25.273,25.578,21.902,24.131,23.267,34.092,33.159,27.457,27.083,28.242,29.328,28.38,29.312,30.118,25.003,23.973999,24.799001,24.561999,24.474003,24.159001,25.605,25.758997,27.024001,26.6609999,27.474,26.939,26.582
"Germany, East",distribution losses ,Europe,6.654,6.937,7.106,7.256,7.539,7.773,7.931,7.895,8.149,8.031,7.28056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Germany, West",distribution losses ,Europe,15.918,15.167,15.013,16.812,15.163,16.469,14.355,13.231,13.855,14.426,16.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghana,distribution losses ,Africa,0.276,0.252,0.121,0.111,0.059,0.324,0.34,0.291,0.371,0.314,0.18,0.194,0.216,0.135,0.156,0.204,0.189,0.197,0.128,0.123,1.616,1.154,1.752,1.591,1.601,1.627,1.692,1.553,1.844,2.088,1.923,1.587,1.43505,1.661169,1.739,0.6129,0.8761,0.8053,1.1916,1.1837,1.2856,1.247264737
Gibraltar,distribution losses ,Europe,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.008,0.008,0.004,0.005,0.005,0.003,0.00581,0.00581,0.00581,0.00595,0.00609,0.00644,0.00672,0.004,0.004,0.004,0.004,0.004,0.004,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.006,0.006,0.007,0.006,0.006,0.006527,0.007,0.007,0.006980924
Greece,distribution losses ,Europe,1.598,1.677,1.767,1.992,2.015,1.991,2.371,2.292,2.607,2.51,2.866,2.886,2.676,3.018,3.175,3.174,3.257,3.271,3.173,3.345,4.273,4.944,3.979,4.926,5.199,5.598,5.1,4.86,5.053,3.223,3.782997,2.819999,1.611,3.894999,4.149001,4.895,3.956998,1.101788,5.242,3.692416,5.213355,4.02
Greenland,distribution losses ,North America,0.01057,0.01078,0.01113,0.01155,0.01197,0.01218,0.01253,0.01281,0.01316,0.01379,0.01449,0.01414,0.01421,0.01659,0.0168,0.01694,0.01701,0.01806,0.01848,0.03136,0.0,0.0,0.0,0.0,0.051,0.053,0.058,0.06,0.062,0.064,0.063,0.067,0.066,0.068,0.07,0.073,0.016,0.016,0.017,0.017,0.017,0.016999884
Grenada,distribution losses ,Central & South America,0.004,0.004,0.005,0.003,0.00175,0.005,0.006,0.007,0.005,0.005,0.007,0.006,0.006,0.006,0.006,0.008,0.009,0.009,0.01,0.014,0.017,0.019,0.02,0.021,0.02,0.016,0.016,0.007,0.016,0.018,0.017,0.016,0.015,0.015,0.015,0.017,0.018,0.018,0.019,0.019,0.019,0.018420452
Guadeloupe,distribution losses ,Central & South America,0.0203,0.02261,0.0259,0.02688,0.03024,0.03234,0.03801,0.04305,0.0469,0.04403,0.05124,0.05635,0.06139,0.065289,0.068719,0.068859,0.07637,0.08211,0.08274,0.08295,0.08911,0.0882,0.08526,0.09163,0.10941,0.11011,0.1148,0.12012,0.11893,0.11753,0.11746,0.11865,,,,,,,,,,
Guam,distribution losses ,Asia & Oceania,0.07539,0.07308,0.0721,0.06419,0.0658,0.06655628,0.06942012,0.07432999,0.08115065,0.08670816,0.09005122,0.09754332,0.100226,0.11054981,0.11682097,0.11330739,0.1214486,0.12218234,0.12361993,0.12698,0.1089,0.1135,0.1,0.1572,0.1862,0.1577,0.1454,0.1393,0.1383,0.1382,0.1317,0.12,0.214,0.1006,0.0844,0.0793,0.0809,0.0839,0.0849,0.0884,0.0936,0.090111227
Guatemala,distribution losses ,Central & South America,0.118,0.135,0.182,0.184,0.205,0.213,0.242,0.288,0.4,0.41,0.327,0.323,0.342,0.381,0.396,0.486,0.588,0.764,0.915,0.794,1.494,1.347,1.374,1.031,1.093,1.442,0.945,1.186,1.216,1.291,1.187,1.35,1.271,1.321,1.377,1.341,1.433,1.516,1.457832,1.587,1.555,1.555755583
Guinea,distribution losses ,Africa,0.02541,0.02576,0.02632,0.02716,0.03199,0.03262,0.03318,0.03339,0.03416,0.03437,0.03465,0.035,0.03514,0.03549,0.03563,0.03654,0.03689,0.0434,0.04501,0.05075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.263,0.2871,0.3029,0.3,0.297085577
Guinea-Bissau,distribution losses ,Africa,0.00091,0.00091,0.00091,0.00091,0.00098,0.00098,0.00119,0.00133,0.00147,0.00203,0.00266,0.00273,0.00287,0.00308,0.00322,0.00329,0.00336,0.0035,0.0035,0.00357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.006,0.006,0.006000214
Guyana,distribution losses ,Central & South America,0.0,0.0,0.0,0.053,0.074,0.07,0.083,0.047,0.051,0.051,0.047,0.059,0.06,0.058,0.112,0.114,0.138,0.157,0.165,0.173,0.307259722,0.315865556,0.3151525,0.298286389,0.301435278,0.237661111,0.230676389,0.224769444,0.251905833,0.273262222,0.251764167,0.262459444,0.242108056,0.229839444,0.214900278,0.219320556,0.223831944,0.232906111,0.235216111,0.24669,0.25,0.250024731
Haiti,distribution losses ,Central & South America,0.081,0.094,0.103,0.111,0.113,0.118,0.092,0.144,0.168,0.184,0.183,0.145,0.128,0.151,0.139,0.261,0.338,0.267,0.361,0.272,0.244,0.291,0.279,0.279,0.291,0.213,0.219,0.226,0.257,0.369,0.343,0.332,0.637,0.599,0.613,0.608,0.617,0.624,0.633708,0.643,0.622,0.624405307
Hawaiian Trade Zone,distribution losses ,Asia & Oceania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,distribution losses ,Central & South America,0.135,0.13,0.192,0.249,0.201,0.051,0.093,0.002,0.072,0.218,0.275,0.339,0.624,0.769,0.701,0.69,0.645,0.788,0.702,0.727,0.717,0.847,0.988,1.096,1.3,1.381,1.528,1.369,1.31,1.777,1.919,1.931,2.276,2.477,2.582,2.85,3.043,2.770905,2.897577,3.172059,3.505434,3.645272997
Hong Kong,distribution losses ,Asia & Oceania,1.407,1.499,1.784,2.07,2.137,2.257,2.537,0.933,1.151,3.205,3.306,3.43,3.797,4.169,4.054,4.123,4.054,4.017,3.718,3.766,1.524,1.483,1.592,1.671,1.752,1.845,1.748,1.888,1.808,1.917,1.831,2.011,2.141,1.816,1.934,1.846,1.783,1.745,1.665,1.726,1.622133,1.486500904
Hungary,distribution losses ,Europe,2.366,2.949,3.182,3.325,3.46,3.59,3.836,4.017,4.219,4.143,4.036,3.871,2.841,4.358,4.253,4.749,4.679,4.736,4.916,4.892,4.84,4.676,4.399,4.24,3.98,3.941,3.964,3.959,3.888,3.604,3.800998,3.783999,3.683998,3.663,3.630999,3.694999,3.566,3.455999,3.357,3.292,3.139,3.0314049
Iceland,distribution losses ,Europe,0.291,0.314,0.35,0.358,0.327,0.334,0.381,0.456,0.394,0.384,0.395,0.387,0.343,0.313,0.24,0.328,0.455,0.446,0.438,0.386,0.316,0.353,0.395,0.49,0.382,0.381,0.413,0.495,0.576,0.508,0.698999,0.503,0.485999,0.374,0.498,0.575999,0.489,0.591001,0.5541739,0.531,0.54,0.554
India,distribution losses ,Asia & Oceania,21.325,23.589,25.643,27.689,31.214,34.194,37.282,42.23,44.506,53.26,56.521,61.438,61.565,65.011,69.568,79.363,91.105,97.919,111.484,140.163,155.073,166.111,162.882,174.035,175.535,180.099,183.043,187.513,180.321,192.211,194.537,208.4,212.231,222.527,228.325,240.865,249.198,259.374,270.16702,270.701473,252.501695,257.4630304
Indonesia,distribution losses ,Asia & Oceania,1.487,1.999,2.189,2.728,2.956,3.27,3.318,3.165,4.273,4.411,4.574,5.424,4.964,4.481,6.471,6.874,7.197,8.795,8.783,9.72,10.849,13.145,17.572,19.569,14.242,14.237,14.736,15.239,15.094,15.048,15.954,16.672,17.847,20.701,21.423,22.057,22.706,21.48505,22.863814,26.126675,25.263376,26.01533143
Iran,distribution losses ,Middle East,1.58,2.497,3.414,3.25,3.991,3.734,4.198,4.85,5.024,5.548,6.068,6.76,5.808,9.703,11.741,12.216,11.202,13.838,15.169,16.862,19.205,20.634,23.794,25.785,30.777,32.338,35.733,38.714,37.621,34.547,33.062,34.906,36.794,38.049,34.61,41.56,33.513,33.722,32.853,34.175,34.527,35.28733037
Iraq,distribution losses ,Middle East,0.569,0.5,0.683,0.809,0.973,1.049,1.114,1.178,1.2,1.2,1.2,1.2,1.177,1.154,1.131,1.108,1.384,1.149,1.785,2.403,2.74,2.216,2.326,1.667,2.019,9.12,9.561,13.605,18.022,18.425,17.558,20.756,19.797,23.285,34.312,37.484,48.958,52.764865,55.63134,66.724312,59.562512,63.13404857
Ireland,distribution losses ,Europe,1.094,1.146,1.191,1.163,1.129,1.067,1.072,0.976,1.147,1.2,1.276,1.372,1.406,1.429,1.484,1.513,1.635,1.656,1.918,1.847,2.02,1.907,1.966,2.036,2.036,2.049,2.116,2.172,2.222,2.101,2.098233,2.028184,2.00285,2.017238,2.028393,2.083988,2.134782,2.176184,2.235563,2.2739081,2.3134508,2.3969533
Israel,distribution losses ,Middle East,0.635,0.662,0.646,0.512,0.439,0.379,1.018,0.906,0.933,0.936,1.06,1.067,1.125,1.085,1.049,1.077,1.155,1.899,2.152,1.35,1.438,1.341,1.39,1.437,1.385,1.389,1.375,1.427,1.195,1.761,1.616,1.64,1.736,2.567,1.738,2.472,2.535,2.387,2.513914,2.787,3.197,3.2
Italy,distribution losses ,Europe,16.605,16.306,14.458,16.668,16.611,17.464,16.904,17.204,18.158,17.177,16.159,17.108,16.728,17.65,17.066,17.552,16.927,17.727,18.518,18.571,19.203,19.356,19.782,20.889,20.868,20.626,19.926,20.976,20.444,20.352,20.57,20.848002,21.000001,21.186999,19.450999,19.716999,18.753001,18.667622,17.9881589,17.81822,17.366,17.051
Jamaica,distribution losses ,Central & South America,0.246,0.265,0.252,0.285,0.276,0.28,0.29,0.328,0.364,0.41,0.358,0.383,0.439,0.0,0.518,0.632,0.653,0.676,0.642,0.649,0.622,0.564,0.618,0.62,0.731,0.854,0.94,0.662,1.007,0.981,0.902,0.961,1.033,1.097,1.103,1.103,1.16,1.152,1.144,1.149,1.149,1.146714347
Japan,distribution losses ,Asia & Oceania,25.39,23.902,24.837,26.478,24.391,28.6,29.079,30.498,29.724,31.904,40.764,42.737,42.884,42.643,44.465,45.537,44.499,47.542,47.963,47.43,46.949,45.35,49.608,49.786,48.862,48.19,48.009,48.728,49.105,48.333,47.149,46.834,43.244,47.518,43.334,40.587,45.6,40.642409,45.010119,44.095486,46.264556,41.7788319
Jordan,distribution losses ,Middle East,0.2,0.2,0.238,0.254,0.304,0.314,0.397,0.479,0.483,0.503,0.308,0.337,0.386,0.424,0.436,0.528,0.594,0.637,0.695,0.783,0.809,0.906,1.001,1.126,1.095,1.291,1.52,1.869,1.948,2.024,1.989,2.148,1.761,1.788,1.958,2.19,2.054,1.997,2.059,2.249,2.307,2.307
Kazakhstan,distribution losses ,Eurasia,,,,,,,,,,,,,8.851,9.274,9.563,10.143,8.976,8.037,8.514,8.118,7.167,6.472,5.859,6.208,6.838,6.946,6.651,7.191,7.114,6.472,6.633,6.367,7.142,11.174,7.082,5.174,5.342,6.411,6.569,9.689,6.746,7.050466667
Kenya,distribution losses ,Africa,0.238,0.256,0.284,0.294,0.278,0.31,0.335,0.367,0.475,0.455,0.486,0.507,0.51,0.566,0.569,0.75,0.764,0.948,0.945,0.959,0.867,0.945,1.053,0.941,0.96,1.024,1.096,1.11,1.062,1.057,1.068,1.18,1.404,1.476,1.693,1.642,1.965,1.9375,2.4445,2.7505,2.7907,2.91175
Kiribati,distribution losses ,Asia & Oceania,0.00035,0.00035,0.00035,0.00035,0.00042,0.00042,0.00042,0.00049,0.00049,0.00049,0.00049,0.00049,0.00049,0.00049,0.00049,0.00049,0.00049,0.0007,0.0007,0.00084,0.00091,0.00077,0.00091,0.0,0.0,0.003,0.003,0.003,0.003,0.003,0.0034,0.0035,0.0045,0.0048,0.0042,0.0045,0.0045,0.0045,0.0046,0.0047,0.0047,0.0047
Kosovo,distribution losses ,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.953,0.964,0.939,0.941,0.929,0.879,0.818,0.999,1.174,1.317,1.125,1.145,0.945,0.945
Kuwait,distribution losses ,Middle East,0.722,0.801,0.936,1.0,1.112,1.233,1.27,1.348,1.431,1.486,1.247,0.69,1.013,1.09,1.85,2.61,2.802,2.94,3.298,3.473,3.556,3.773,4.0,4.378,4.538,4.967,5.437,5.951,6.514,6.615,6.471,6.865,7.283,7.727,5.754,6.041,6.192,6.487,6.579,6.701,6.636,6.64221892
Kyrgyzstan,distribution losses ,Eurasia,,,,,,,,,,,,,1.1,1.784,2.148,3.457,4.565,4.116,3.82,3.618,3.791,4.674,4.428,4.12,4.575,5.135,4.662,4.583,3.69,2.758,2.915,3.389,3.361,2.841,3.458,2.668,2.655,2.844,2.814,2.514,2.745,2.741749705
Laos,distribution losses ,Asia & Oceania,0.06776,0.07973,0.08316,0.07427,0.06846,0.06265,0.05999,0.03983,0.03675,0.04893,0.06013,0.06426,0.06286,0.06349,0.06223,0.07511,0.08603,0.08428,0.13769,0.17983,0.18585,0.25572,0.23983,0.23917,0.29776,0.322,0.33,0.32,0.33,0.362,0.571,0.649,0.948,0.907,1.106,2.565,1.859,2.249132,2.491774,2.261707,2.894336,2.75460326
Latvia,distribution losses ,Europe,,,,,,,,,,,,,1.013,1.176,1.284,1.272,1.456,1.326,1.194,1.11,0.992,0.99,0.993,0.902,0.885,0.836,0.818,0.798,0.798,0.741,0.7247,0.615869,0.559096,0.574888,0.464999,0.45057,0.475581,0.474293,0.4482328,0.4413554,0.3811101,0.3941375
Lebanon,distribution losses ,Middle East,0.282,0.305,0.333,0.364,0.383,0.39,0.42,0.5,0.4,0.25,0.1,0.2,0.4,0.52,0.829,1.086,0.918,1.123,1.35,1.43,1.385,1.416,1.529,1.582,1.561,1.587,1.532,1.582,1.678,1.789,1.869,1.868,1.645,1.838,1.878,1.878,1.969,2.254708,2.287767,2.21879,1.873081,1.802379329
Lesotho,distribution losses ,Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.116,0.115,0.1299,0.13,0.129993997
Liberia,distribution losses ,Africa,0.05964,0.05607,0.05642,0.05558,0.04872,0.0511,0.05488,0.0553,0.056,0.05495,0.02107,0.01911,0.01974,0.0196,0.0196,0.0196,0.0196,0.02058,0.021,0.014,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.024,0.024,0.024,0.0285,0.0325,0.0325,0.0325,0.0325,0.033,0.042,0.042,0.042,0.043,0.048,0.049122161
Libya,distribution losses ,Africa,1.194,1.557,1.94,2.344,2.772,3.227,2.645,1.77,1.571,1.612,3.173,2.927,2.606,2.741,2.851,2.653,3.083,3.393,2.63,2.923,3.592,3.833,2.198,2.375,2.542,2.842,2.462,3.546,9.494,11.069,11.641,8.197,6.521,7.215,7.186,7.127,6.327,6.683,6.893,6.985,5.95,6.18792457
Lithuania,distribution losses ,Europe,,,,,,,,,,,,,1.686,2.204,1.981,2.008,1.778,1.585,1.519,1.33,1.281,1.416,1.426,1.413,1.283,1.229,1.089,1.118,1.0153,0.9692,0.988999,0.872001,0.883001,0.872,0.815,0.792999,0.907029,0.913999,0.9344999,0.861611,0.951553,0.9263583
Luxembourg,distribution losses ,Europe,0.025,0.07,0.075,0.063,0.053,0.04,0.024,0.031,0.099,0.094,0.09,0.109,0.106,0.097,0.096,0.136,0.1,0.098,0.143,0.126,0.041,0.041,0.041,0.041,0.039,0.116,0.114,0.114,0.117,0.116,0.1336,0.1657,0.1542,0.153102,0.1529,0.157602,0.1578,0.1559,0.1553001,0.151202,0.1382165,0.1465973
Macau,distribution losses ,Asia & Oceania,0.01715,0.01932,0.02219,0.02646,0.02786,0.02919,0.0336,0.04039,0.04445,0.04879,0.05201,0.05852,0.06524,0.07833,0.08253,0.08372,0.0903,0.09268,0.0938,0.09485,0.0,0.0,0.0,0.0,0.125,0.128,0.134,0.153,0.1514,0.1688,0.16,0.142,0.167,0.146,0.166,0.124,0.158,0.139,0.15,0.157,0.136,0.150146657
Madagascar,distribution losses ,Africa,0.02919,0.0294,0.03017,0.03164,0.03332,0.03381,0.03374,0.03346,0.0343,0.03787,0.04018,0.03976,0.0406,0.04067,0.04088,0.04263,0.04648,0.04865,0.0525,0.05439,0.033,0.038,0.039,0.045,0.046,0.047,0.045,0.053,0.05,0.062,0.069,0.077,0.084,0.094,0.097,0.103,0.108,0.110485,0.104321,0.131024,0.113898,0.137314403
Malawi,distribution losses ,Africa,0.02849,0.028,0.02975,0.03213,0.03332,0.03402,0.03633,0.04004,0.04039,0.0406,0.0497,0.05299,0.05481,0.06671,0.07,0.07126,0.07119,0.07315,0.08288,0.08099,0.116,0.118,0.123,0.126,0.139,0.146,0.149,0.152,0.169,0.184,0.1726,0.18455,0.433,0.37568,0.31479,0.39417,0.2477,0.45941,0.3886,0.434,0.46,0.46
Malaysia,distribution losses ,Asia & Oceania,0.904,0.971,1.06,1.148,1.236,1.344,1.451,1.606,1.725,1.296,1.63,2.546,1.741,4.181,3.091,3.911,5.174,3.959,4.857,5.219,5.54,5.687,5.94,6.278,6.583,6.614,7.187,7.801,7.824,6.583,7.698,12.099,8.36,5.308,12.769,10.354,10.805,11.345894,11.760791,12.301257,12.591791,12.591791
Maldives,distribution losses ,Asia & Oceania,0.00028,0.00035,0.00042,0.00049,0.00063,0.00091,0.00105,0.00126,0.00133,0.0014,0.00161,0.00182,0.00196,0.00266,0.00301,0.00378,0.00413,0.00469,0.00539,0.00609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.021,0.021,0.022,0.022504248
Mali,distribution losses ,Africa,0.00721,0.00721,0.00889,0.01029,0.01148,0.01169,0.01386,0.01505,0.01652,0.01701,0.01687,0.0175,0.01897,0.02044,0.01925,0.02135,0.02282,0.02653,0.02709,0.02744,0.122,0.134,0.158,0.167,0.18,0.189,0.199,0.222,0.218,0.235,0.267,0.275,0.257,0.318,0.339,0.288,0.307,0.318,0.356,0.36,0.36,0.36
Malta,distribution losses ,Europe,0.03542,0.03878,0.04256,0.06,0.065,0.074,0.08,0.087,0.095,0.1,0.1,0.11,0.12,0.12,0.141,0.152,0.218,0.221,0.21,0.227,0.235,0.256,0.27,0.294,0.291,0.256,0.276,0.314,0.332,0.339,0.169,0.187,0.226,0.187,0.132,0.179,0.216,0.144293,0.142797,0.158,0.128,0.128
Martinique,distribution losses ,Central & South America,0.01806,0.01953,0.02226,0.02569,0.02681,0.02898,0.03129,0.03514,0.0385,0.04207,0.04487,0.04858,0.05194,0.05607,0.05943,0.06419,0.06706,0.07091,0.07175,0.07315,0.07336,0.08421,0.08743,0.09107,0.09387,0.09828,0.1022,0.10556,0.10836,0.11123,0.10682,0.10213,,,,,,,,,,
Mauritania,distribution losses ,Africa,0.00623,0.00672,0.007,0.00707,0.00693,0.00721,0.00728,0.00798,0.00805,0.00861,0.00931,0.00952,0.00973,0.00973,0.01001,0.0112,0.01225,0.01323,0.01365,0.01421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.225,0.217,0.22,0.22
Mauritius,distribution losses ,Africa,0.03087,0.03052,0.03003,0.03073,0.0315,0.03171,0.03507,0.03955,0.04291,0.04564,0.05033,0.05509,0.06125,0.06538,0.06818,0.0742,0.06475,0.07511,0.07805,0.09443,0.16,0.172,0.175,0.187,0.194,0.204,0.199,0.213,0.216,0.198,0.194,0.194,0.191,0.184,0.182,0.177,0.172,0.187,0.1824,0.1824,0.143,0.143
Mexico,distribution losses ,North America,7.472,9.177,10.352,9.098,9.635,11.019,10.748,11.671,13.016,14.866,14.992,16.136,17.039,18.473,20.483,21.769,23.649,24.798,26.507,27.617,28.483,30.082,30.92,29.084,34.901,37.418,39.6,40.504,41.409,42.452,44.252002,45.601998,44.05,42.52,41.321999,40.639999,40.001999,43.915,42.074833,40.017884,36.985212,38.420159
Micronesia,distribution losses ,Asia & Oceania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,distribution losses ,Eurasia,,,,,,,,,,,,,1.199,1.447,1.527,1.5,1.442,1.452,1.262,1.499,0.907,0.879,0.383,0.296,0.489,0.473,0.493,0.506,0.63,0.45,0.468,0.453,0.446,0.431,0.481,0.393,0.428,0.429,0.441,0.425,0.42,0.42
Mongolia,distribution losses ,Asia & Oceania,0.10262,0.10248,0.09947,0.11634,0.14896,0.174,0.181,0.248,0.278,0.28,0.323,0.34,0.285,0.291,0.472,0.502,0.482,0.493,0.465,0.509,0.576,0.603,0.583,0.489,0.48,0.42,0.442,0.442,0.436,0.494,0.505,0.644,0.675,0.74,0.793,0.783,0.817,0.811,0.875,0.892,0.963,1.000214286
Montenegro,distribution losses ,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,0.688,0.725,0.717,0.668,0.651,0.695,0.758,0.689,0.586,0.541,0.512,0.503,0.493,0.487,0.487
Montserrat,distribution losses ,Central & South America,0.00077,0.00084,0.00084,0.00084,0.00084,0.00084,0.00084,0.00091,0.00091,0.00098,0.00091,0.00098,0.00098,0.00105,0.00105,0.00112,0.00112,0.00119,0.00098,0.00098,0.0006,0.0005,0.0005,0.0005,0.0005,0.0003,0.0003,0.0003,0.0001,0.0001,0.0001,0.0,0.0,0.00037,0.00035,0.00042,0.00056,0.00048,0.00061,0.00047,0.00035,0.0
